"track_id","simplified_genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","track_name","saved"
"0jBE7Fn78EAvmIs3dCd6GO","rock",0.667,0.692,5,-8.361,1,0.0285,0.147,3.75e-05,0.349,0.846,96.022,151333,4,"Is This It","TRUE"
"6gU7ohksNd6LsEJMWfDRhp","rock",0.499,0.706,0,-7.335,1,0.0302,0.0747,0.00289,0.0753,0.483,148.928,153840,4,"Soma","TRUE"
"7hm4HTk9encxT0LYC0J6oI","rock",0.539,0.521,9,-7.46,1,0.0299,0.00425,0,0.367,0.679,106.035,183440,4,"Someday","TRUE"
"4UmJMAY5TqXPAnsDW1Mci7","rock",0.515,0.863,7,-5.756,1,0.0308,0.00786,0.893,0.0616,0.961,143.017,188640,4,"Alone, Together","TRUE"
"5KupfEBaVJwL7D2ZN0n1Q1","rock",0.503,0.687,9,-9.427,0,0.0314,0.00869,0.0131,0.131,0.619,143.902,202760,4,"Trying Your Luck","TRUE"
"4fPBB44eDH71YohayI4eKV","rock",0.63,0.908,11,-2.42,1,0.0326,0.0238,0.592,0.116,0.968,120.522,189227,4,"You Only Live Once","TRUE"
"1TbK5nWKIxZYIRVurMvkuR","rock",0.397,0.894,6,-3.099,0,0.0464,9.07e-06,0.642,0.0847,0.277,134.993,265773,4,"Ize of the World","TRUE"
"1OXGJ7jRok4c3KBnIYkuwH","rock",0.626,0.831,2,-7.743,1,0.0369,0.00571,0.0188,0.355,0.255,113.999,172160,4,"Happy Ending","TRUE"
"5xXkyBtG1sNIhkpCIxF0Il","rock",0.621,0.847,8,-4.467,1,0.0298,0.196,0.00332,0.136,0.64,101.032,211000,4,"Lazy Boy","TRUE"
"0tfvDUmADEEEqrPcRJNT29","rock",0.376,0.944,4,-3.688,0,0.11,0.000354,0.122,0.11,0.529,140.432,268133,4,"Pyramid of Bones","TRUE"
"2cGxRwrMyEAp8dEbuZaVv6","other",0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,337560,4,"Instant Crush (feat. Julian Casablancas)","TRUE"
"46pKXSkEQfqB0wEy5uxtcG","hip hop",0.552,0.328,0,-10.108,1,0.355,0.638,0.596,0.414,0.175,175.787,243369,4,"95 Radios","TRUE"
"31u6rUeIEXGrYVoh10U7eu","rock",0.6,0.746,4,-4.696,0,0.0355,0.0226,0.0119,0.109,0.614,118.551,239442,4,"Leave It In My Dreams","TRUE"
"2avCzL6HtaJ5Nspq2fVFQe","rock",0.229,0.761,0,-4.673,1,0.0469,0.22,0.808,0.113,0.132,121.623,656836,4,"Human Sadness","TRUE"
"4ileLT7ldd2uX8bMemWqbm","rock",0.515,0.696,6,-5.857,0,0.0313,0.0126,0.000345,0.0916,0.513,134.893,255240,4,"Life Is Simple in the Moonlight","TRUE"
"6b7B92At6GcqZwndlhpSH7","rock",0.542,0.963,7,-4.635,1,0.0381,0.000292,0.000688,0.0567,0.929,135.028,204333,4,"Fast Times","TRUE"
"1UrvESEfYBjNB6otQWdyRj","rock",0.56,0.828,6,-4.314,1,0.0317,0.0926,6.04e-05,0.101,0.567,92.478,249098,4,"More to Life","TRUE"
"2iLkTMUJ2MCsry5yYiafCg","rock",0.47,0.877,5,-5.499,0,0.0504,0.00224,1.06e-05,0.264,0.788,162.011,196853,4,"Muted Beatings","TRUE"
"68qYhu1du0kbiyAtnIKNLh","rock",0.604,0.749,7,-4.356,0,0.0313,0.114,0,0.0788,0.737,110.044,248600,4,"Tea for Two","TRUE"
"5Uv745RQ6uXics2lpvypZy","rock",0.692,0.746,8,-4.874,1,0.0407,0.0159,0.00135,0.109,0.942,125.015,249502,4,"No One There (feat. Julian Casablancas)","TRUE"
"6APntjRiq5YEH9AtI1mNlV","rock",0.484,0.841,0,-5.547,1,0.0302,4.07e-06,0.00185,0.322,0.419,92.489,227294,4,"Side Boob","TRUE"
"4JeTkHQcajdkhGwaGsaKMT","rock",0.601,0.863,0,-4.31,1,0.0685,0.0626,0,0.0717,0.676,130.189,312347,4,"Four Out Of Five","TRUE"
"4xlpJ99yL9xYQtzG6c3hwk","hip hop",0.866,0.691,5,-4.371,0,0.0478,0.727,0.503,0.0737,0.87,94.997,336867,4,"Luv(sic.) pt3 (feat. Shing02)","TRUE"
"1Vb2J33frYj5xiTyz7mB50","hip hop",0.694,0.766,11,-6.165,0,0.14,0.509,0.0141,0.253,0.583,95.966,192685,4,"Daydreaming in the Projects","TRUE"
"65ZXieFfjnc5RdWDDpYZNb","rock",0.334,0.94,7,-5.013,1,0.23,0.123,0.592,0.313,0.207,130.249,443738,4,"Father Electricity","TRUE"
"2AnTuxahfcAS7dGxGZnihY","hip hop",0.852,0.655,5,-11.498,0,0.0645,0.107,2.07e-05,0.137,0.952,115.962,279360,4,"Cantaloop (Flip Fantasia)","TRUE"
"7tlGq6EAEIWsv7srZWc5f7","hip hop",0.683,0.625,11,-6.396,0,0.0454,0.134,2.44e-06,0.81,0.23,136.18,247553,4,"Brick Body Complex","TRUE"
"0V6QNE31BWyMuiKlvDRnE9","hip hop",0.623,0.819,7,-6.377,1,0.222,0.121,0.141,0.118,0.705,79.435,254049,4,"(How Could Anybody) Feel at Home","TRUE"
"7CZVRcSQovpWUtG8FeDqMU","hip hop",0.676,0.744,2,-9.43,1,0.0404,0.000589,0.0222,0.0869,0.653,158.585,240173,4,"I'm Sorry We Lied","TRUE"
"0q21FNwES2bbtcduB6kjEU","rock",0.657,0.435,10,-15.707,1,0.0552,0.739,0,0.167,0.771,135.975,181133,4,"Dancing in the Moonlight","TRUE"
"5pFSbiW5XewiQONONBQbqF","rock",0.644,0.708,9,-6.742,0,0.029,0.00327,0.184,0.19,0.452,127.05,231533,4,"Games","TRUE"
"6ETWn02Bv8JIYXHvSoQD5u","rock",0.377,0.937,6,-2.065,1,0.0996,0.00141,0.00816,0.121,0.399,154.051,308107,4,"River of Brakelights","TRUE"
"3qrvuhiRAAHwNqmKsvhv7i","rock",0.519,0.882,11,-4.992,0,0.0586,8.46e-05,0.0266,0.121,0.795,147.984,183382,4,"Caught By My Shadow","TRUE"
"4WFcerMZkAIcIizZYXNNrb","rock",0.594,0.889,2,-3.701,1,0.0407,0.343,0.599,0.385,0.646,96.986,326707,4,"Pink Ocean","TRUE"
"6lGzMfAWjZbvPPf8SLpu0Y","rock",0.54,0.912,1,-5.678,1,0.0376,0.000108,0.00298,0.134,0.839,146.033,272933,4,"Little Girl (feat. Julian Casablancas)","TRUE"
"0WviwuG403gqtW6bZevBpP","other",0.689,0.62,8,-10.415,1,0.0644,0.0614,0.00209,0.147,0.816,81.597,288360,4,"Aquarius","TRUE"
"1IecEbWHvnC6kiwDutTUX1","rock",0.462,0.798,11,-4.17,0,0.0324,3.39e-05,8.36e-05,0.183,0.51,161.969,176695,4,"Drunched In Crumbs","TRUE"
"0JP9xo3adEtGSdUEISiszL","hip hop",0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4,"Moonlight","TRUE"
"3wGXyJGsCf1myH5MooQIqE","hip hop",0.766,0.606,9,-6.064,1,0.456,0.00266,0,0.166,0.352,160.223,140000,4,"The Race","TRUE"
"67kLHRXKEjlfz6KrdVM0eU","hip hop",0.693,0.513,8,-7.577,1,0.103,0.0267,0.137,0.178,0.212,127.977,272813,4,"Celebrity Reduction Prayer (feat. Open Mike Eagle & Oddisee)","TRUE"
"1wRCg1JyRmbJEg9ESOMlVp","rock",0.532,0.494,7,-10.654,1,0.0355,0.979,0.674,0.123,0.888,156.278,438907,4,"Spooky Couch","TRUE"
"2zQl59dZMzwhrmeSBEgiXY","other",0.724,0.414,1,-11.19,1,0.0588,0.262,0.111,0.0785,0.719,146.939,388960,4,"Watermelon Man","TRUE"
"4aKIs5t9TqP59btlCGPrgw","rock",0.727,0.685,11,-7.159,0,0.0398,0.0351,4.43e-05,0.0973,0.812,88.75,271893,4,"Maneater","TRUE"
"4jvjzW7Hm0yK4LvvE0Paz9","hip hop",0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4,"Falling Down - Bonus Track","TRUE"
"2nS9ZKPQxpPGITt3lZrRjK","hip hop",0.569,0.615,0,-6.567,1,0.318,0.034,0,0.0591,0.697,96.347,118853,4,"Accordion","TRUE"
"0tZkVZ9DeAa0MNK2gY5NtV","other",0.829,0.792,2,-3.755,0,0.0668,0.726,5.83e-06,0.122,0.758,118.05,215507,4,"Baby I'm Yours","TRUE"
"2prHMFvkekTqqFdB5r6QJJ","hip hop",0.659,0.489,6,-8.399,1,0.413,0.719,0,0.125,0.822,76.07,225336,4,"Souvenir","TRUE"
"2ThdB23G9Rgf1ExndFGEEg","rock",0.737,0.745,9,-5.944,1,0.0351,0.0176,0.381,0.306,0.629,115.989,222360,4,"Tap Out","TRUE"
"0WyVk0P8TbNUBeUOaSAdfn","hip hop",0.909,0.651,7,-9.693,1,0.287,0.0576,1.95e-05,0.107,0.473,92.244,287720,4,"The Guidelines","TRUE"
"503OTo2dSqe7qk76rgsbep","hip hop",0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,270587,4,"Still D.R.E.","TRUE"
"3CA9pLiwRIGtUBiMjbZmRw","hip hop",0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,210747,4,"Nice For What","TRUE"
"15pYj5ZiUJgBydzD7w6NbJ","other",0.677,0.415,9,-9.869,0,0.0304,0.541,0.0136,0.104,0.487,107.107,228640,4,"Trouble Man","TRUE"
"68LAG7FkseIJOqwtRjnylF","rock",0.252,0.898,2,-4.222,1,0.0645,0.00316,0.00114,0.199,0.159,146.811,358642,4,"Johan Von Bronx","TRUE"
"7hQJA50XrCWABAu5v6QZ4i","rock",0.563,0.865,5,-5.277,1,0.16,0.0472,0.000191,0.77,0.601,156.271,209413,4,"Don't Stop Me Now - Remastered 2011","TRUE"
"7v1858htfU0srTDwhxeka8","other",0.703,0.724,7,-10.818,1,0.0467,0.73,0,0.518,0.963,131.821,155173,4,"Chain Gang","TRUE"
"0JL9TZip7mL7iwC5EOkALS","hip hop",0.499,0.874,0,-4.586,1,0.097,0.611,0.000639,0.0703,0.861,97.317,199160,4,"Lady Brown (feat. Cise Starr from CYNE)","TRUE"
"3AgrcbfCREzW0kGFUNJnqW","rock",0.619,0.672,0,-6.429,0,0.0385,0.0538,0.0699,0.0518,0.805,94.998,256787,4,"Rocky's Late Night","TRUE"
"5qIAgpKDLMIHOTipH47PFu","rock",0.475,0.827,7,-4.924,1,0.0298,0.00471,0.000183,0.108,0.6,79.53,250293,4,"Learn Your Lesson","TRUE"
"59FZc1AhTCWWnxrg373t7s","rock",0.664,0.84,6,-6.086,0,0.0294,0.00186,0.00764,0.0855,0.943,110.072,234120,4,"Always Jealous","TRUE"
"2ej1A2Ze6P2EOW7KfIosZR","hip hop",0.565,0.749,10,-6.629,0,0.0769,0.655,0.432,0.106,0.881,180.598,175360,4,"Feather (feat. Cise Starr & Akin from CYNE)","TRUE"
"1Jte640nBiOWyuD7N0odNZ","rock",0.468,0.715,4,-3.101,0,0.0558,0.00202,0.733,0.087,0.6,141.01,212680,4,"In Transit","TRUE"
"11IzgLRXV7Cgek3tEgGgjw","rock",0.671,0.711,2,-7.813,1,0.0478,0.422,0,0.104,0.466,113.809,248440,4,"Under Pressure - Remastered 2011","TRUE"
"36la4AQp7vTlCRNyC5NLry","rock",0.518,0.942,2,-5.27,1,0.0755,0.155,1.15e-06,0.528,0.535,154.628,197240,4,"Cha La Head Chala","TRUE"
"6ReKt5x6FVUXTMdWNC6GAQ","rock",0.597,0.733,11,-4.727,0,0.11,0.00457,0.00191,0.501,0.866,87.479,182653,4,"Lotus Eater","TRUE"
"4cJOLN346rtOty3UPACsao","rock",0.884,0.333,9,-9.753,0,0.0617,0.293,0.0205,0.103,0.587,118.065,209450,4,"I Don't Know You","TRUE"
"4zVeDhzxooxOe1k49j9m5e","hip hop",0.782,0.559,9,-9.07,1,0.454,0.706,2.87e-06,0.109,0.563,120.027,180835,4,"Microfiche","TRUE"
"6sT8KTifge2F0lcdtyDkDa","rock",0.748,0.605,10,-7.987,1,0.0316,0.844,0.0711,0.128,0.964,120.019,156947,4,"The Next Time Around","TRUE"
"4H85bUU8UF8YPFhNYJXt3d","rock",0.4,0.824,7,-4.725,1,0.0367,6.51e-05,0.505,0.173,0.51,168.046,185407,4,"Razors Edge","TRUE"
"3ZWc3Bm8eUMRRJhSWKHHeV","hip hop",0.499,0.728,8,-4.922,0,0.385,0.235,0,0.686,0.853,96.089,135067,4,"THAT'S THAT","TRUE"
"718purgMpFb2Axhuz0Hbq1","rock",0.561,0.569,6,-9.682,1,0.0289,0.365,0.611,0.109,0.53,103.705,216787,4,"Chances","TRUE"
"08u83xFnbotiLYfptooHGt","hip hop",0.667,0.634,9,-10.541,1,0.271,0.312,0,0.0956,0.512,139.755,211409,4,"Qualifiers","TRUE"
"7fjLBPTsQrbkV2WRedi2bw","hip hop",0.683,0.86,7,-7.317,1,0.31,0.0117,0.000379,0.356,0.298,143.311,175357,4,"Ziggy Starfish (Anxiety Raps) [feat. Gold Panda]","TRUE"
"0o1OgAV4hlV6SKemtsQ4R4","hip hop",0.618,0.67,4,-8.034,0,0.15,0.136,0.000116,0.169,0.214,143.059,315565,4,"Worlds to Run","TRUE"
"0WNo7oGkfjgbMRLrTa8Nqy","rock",0.764,0.412,9,-7.291,0,0.033,0.00358,0.452,0.143,0.603,119.953,197142,4,"Calling You All Night","TRUE"
"2eEUSZJJ9UCUTaEOkm7pUN","rock",0.591,0.854,4,-5.579,0,0.0323,0.000171,0.327,0.075,0.644,118.976,228907,4,"My Kind of Crisis","TRUE"
"3Hjw18zl0HE71aGgSo8Jcm","rock",0.663,0.751,6,-5.815,0,0.0248,0.0113,0.119,0.443,0.644,112.028,240655,4,"Rewind","TRUE"
"7prM6PuZ5psmHNKhpznKbP","hip hop",0.78,0.599,1,-6.447,1,0.286,0.18,0,0.0549,0.585,92.261,316933,4,"Thieves In The Night","TRUE"
"1eFktbY25CGTb0BDYKRsUo","hip hop",0.477,0.686,10,-7.386,1,0.303,0.813,0,0.288,0.487,83.611,218203,4,"The Otherground Pizza Party","TRUE"
"2ZQ3CJY6iddn38oOoPGKfb","rock",0.613,0.724,9,-4.798,0,0.0305,0.0136,0,0.12,0.626,110.076,251375,4,"Night Ride","TRUE"
"3Y4rUyw7XBCK6hGHCOt6rp","rock",0.544,0.241,4,-14.779,0,0.03,0.983,0.774,0.101,0.359,109.437,204773,4,"Call It Fate, Call It Karma","TRUE"
"1NGodWzGlxxkOrgqHO6g3K","rock",0.703,0.79,8,-4.212,1,0.0807,0.0115,9.59e-06,0.352,0.635,135.362,223633,4,"The Eternal Tao","TRUE"
"5hVghJ4KaYES3BFUATCYn0","hip hop",0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067,4,"EARFQUAKE","TRUE"
"2ZltjIqztEpZtafc8w0I9t","hip hop",0.472,0.448,6,-7.272,0,0.326,0.113,0,0.0914,0.636,166.077,234215,4,"3005","TRUE"
"6w9Ob2zjMx1o614BI9wZsI","other",0.537,0.876,10,-5.621,0,0.0843,0.125,0.00675,0.29,0.842,122.722,346828,4,"Plastic Love","TRUE"
"5tbk2TtmG9905obtPrbK4O","hip hop",0.648,0.678,2,-7.899,1,0.387,0.405,0,0.149,0.907,78.579,218719,4,"Much","TRUE"
"0eLiaA1XEtztloEOdTgAeX","rock",0.312,0.929,11,-5.264,0,0.113,0.0232,0.0893,0.203,0.335,104.666,382836,4,"Dare I Care","TRUE"
"0hmxVkpxbcdHAXUoZ7DeCQ","rock",0.533,0.794,1,-4.687,0,0.0371,0.154,0.888,0.106,0.623,120.207,296939,4,"Did My Best","TRUE"
"3KkXRkHbMCARz0aVfEt68P","hip hop",0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040,4,"Sunflower - Spider-Man: Into the Spider-Verse","TRUE"
"6rkV9hz91Rr5iHnMRPZdEQ","hip hop",0.613,0.94,9,-5.566,1,0.198,0.00896,0,0.83,0.35,94.957,151773,4,"Vaudeville Villain","TRUE"
"4i4P1ACAeWcyJTxQSd0prx","hip hop",0.758,0.531,6,-9.617,0,0.406,0.377,0,0.15,0.587,84.067,267440,4,"Can I Watch? (feat. Apani B as Nikki)","TRUE"
"63Iv8NhccFc2qXgIsrDo4Q","hip hop",0.606,0.856,4,-7.817,0,0.32,0.587,0.000333,0.421,0.327,96.05,154587,4,"Lactose and Lecithin","TRUE"
"0uP17B2t9Px8qBTgFl6Z1g","hip hop",0.598,0.584,11,-7.183,1,0.277,0.28,0.000359,0.152,0.233,124.686,200752,4,"Hymnal","TRUE"
"1Y2ExJJ9Dmb9po8K0ybSj3","hip hop",0.358,0.889,1,-8.045,1,0.335,0.266,1.46e-05,0.172,0.666,85.61,130480,4,"All Caps","TRUE"
"07nA7gafu75RjIkAUxtjjr","hip hop",0.603,0.827,10,-5.677,0,0.217,0.147,0,0.393,0.846,93.01,168013,4,"Vomitspit","TRUE"
"1k4OsQujxXPLij0ZsTFlMx","rock",0.521,0.446,0,-7.696,1,0.0354,0.827,0.000102,0.343,0.33,113.78,203667,4,"I'll Try Anything Once - Live From Electric Lady Studios for WRXP, New York","TRUE"
"2cMmlJaE8T2JVdptokAm2c","other",0.762,0.744,1,-5.687,1,0.143,0.00308,0.178,0.0684,0.652,100.109,88142,4,"No Tony (feat. Phra)","TRUE"
"12Lemsk6c6ohm9afZxYUBz","hip hop",0.647,0.669,6,-7.874,1,0.282,0.0823,0,0.342,0.553,96.269,299627,4,"Deep Fried Frenz","TRUE"
"5XRO5KnH7OvMPElYl8QYkD","hip hop",0.498,0.86,1,-7.358,1,0.426,0.213,0,0.993,0.649,95.016,193320,4,"Open Mic Nite, Pt. 2 (feat. Lord Sear & Hydro)","TRUE"
"4tSLFGKiSO4O1d5aXJUpGJ","hip hop",0.86,0.84,6,-7.781,0,0.29,0.0998,0,0.0778,0.822,95.409,298051,4,"Doomsday","TRUE"
"6O4zEx1kzm32mXlUIOthSw","hip hop",0.864,0.788,11,-6.566,0,0.299,0.152,0.000128,0.0799,0.896,87.941,242867,4,"Corner Story","TRUE"
"55fAj4qSvcmbwW0io4Wvhd","hip hop",0.623,0.371,6,-19.729,1,0.509,0.318,5.48e-05,0.104,0.324,70.189,274286,4,"Slippery Slope","TRUE"
"1KcZRMyC2tSs3CMIsng9wx","hip hop",0.758,0.845,2,-8.021,1,0.272,0.121,0,0.328,0.944,76.882,321507,4,"Otha Fish","TRUE"
"25kGNSv0yGXZKaC79xzrvg","hip hop",0.728,0.832,7,-6.827,1,0.269,0.325,0,0.504,0.825,95.049,172893,4,"Rapp Snitch Knishes feat. Mr. Fantastik","TRUE"
"6WnYONkaYOchkMXUz0Eu0W","hip hop",0.537,0.753,8,-9.441,1,0.35,0.328,1.52e-05,0.368,0.693,90.292,115827,4,"Fancy Clown","TRUE"
"3qOkkP9JLltoUvaLjEXTmW","hip hop",0.733,0.622,6,-7.689,0,0.14,0.324,0,0.165,0.729,143.934,169600,4,"Gravy Train","TRUE"
"7hZdzXAe5g7P23RAlnFFaB","hip hop",0.512,0.807,9,-4.629,1,0.324,0.0926,0,0.682,0.497,95.771,254666,4,"GAZZILLION EAR","TRUE"
"58E1XVmZTODC67YNjneuXM","rock",0.542,0.45,7,-9.931,0,0.0361,0.558,6.43e-06,0.579,0.626,144.437,153840,4,"Tainted Love","TRUE"
"5hXEcqQhEjfZdbIZLO8mf2","rock",0.899,0.459,6,-15.557,0,0.0366,0.322,0.00406,0.165,0.962,115.09,302693,4,"Everything She Wants","TRUE"
"2e3g8go386Zn6EyIz60Ci9","other",0.267,0.516,6,-8.936,0,0.0548,0.272,0,0.192,0.272,179.562,177080,4,"Snake Eater","TRUE"
"6tGtkJtXZytZhugipYJTCj","other",0.195,0.323,0,-14.438,1,0.0331,0.676,0.366,0.593,0.0755,97.417,302507,4,"The Trio - 2004 Remaster","TRUE"
"1ZcN6PlhKWUacWjDC7uRsB","other",0.162,0.39,9,-13.83,0,0.0469,0.295,1.04e-06,0.159,0.104,87.769,294000,4,"Sins of The Father","TRUE"
"35ycG8vBnHjAfw1Q5WDl76","rock",0.679,0.485,0,-7.837,1,0.0278,0.215,0,0.0901,0.64,97.356,248773,4,"People Ii: The Reckoning","TRUE"
"3eG1hZzHlXvLMaSzlltbLA","rock",0.679,0.333,9,-6.674,0,0.0298,0.6,0,0.0774,0.845,147.02,184533,3,"A Song Dedicated to the Memory of Stormy the Rabbit","TRUE"
"3vkyJalLj2crZjBg3YN5jm","rock",0.306,0.823,7,-6.437,1,0.0511,0.00524,0.0342,0.122,0.0344,120.19,143373,4,"We Didn't Come Here to Rock","TRUE"
"2E9wKgL8NN7Tvydqcjoh7v","rock",0.624,0.931,11,-9.988,0,0.116,0.000899,0.00144,0.0631,0.141,119.887,205133,4,"Instant Karma! (We All Shine On) - Remastered 2010","TRUE"
"3Xls4cNOwy01dtrNXb1inG","rock",0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,298333,4,"White Room","TRUE"
"62p6fF2r4NY6pwZbxxvmr8","rock",0.539,0.866,0,-8.404,1,0.0483,0.0866,0.00414,0.0953,0.761,130.345,372893,4,"Fool in the Rain - 1990 Remaster","TRUE"
"3SPcBPzvbmWLl8NU5efx4W","rock",0.467,0.367,9,-8.164,1,0.0298,0.771,2.27e-05,0.0847,0.205,70.856,280360,4,"Telephone Line","TRUE"
"3uq0KsaRzTtqwDYLdV3zON","other",0.328,0.206,5,-13.57,1,0.0371,0.0999,0.905,0.368,0.0513,109.511,186094,4,"Concerto for Philodendron & Pothos","TRUE"
"6LR0umY2XFQv7FybMUf7cW","rock",0.663,0.751,6,-5.815,0,0.0248,0.0113,0.119,0.443,0.644,112.028,240655,4,"Rewind","TRUE"
"6YN4XKUaE8HtqL5S1sZXC9","hip hop",0.49,0.632,11,-8.898,0,0.406,0.73,0.252,0.127,0.372,90.568,176865,4,"Shiki No Uta","TRUE"
"3ZE3wv8V3w2T2f7nOCjV0N","rock",0.445,0.384,10,-14.642,1,0.0417,0.635,7.74e-05,0.0539,0.216,123.295,235987,4,"Life on Mars? - 2015 Remaster","TRUE"
"2CIDqYfIYfl9vx02wIyCG9","rock",0.573,0.65,8,-5.934,1,0.0257,0.201,1.58e-06,0.048,0.346,95.1,272840,4,"All Through the Night","TRUE"
"4yVixayMpxm2MUGOePA192","rock",0.506,0.604,9,-4.179,1,0.0283,0.0138,0.427,0.0435,0.347,110.921,221627,4,"Modern Girls & Old Fashion Men","TRUE"
"750BRkrH6lVuyudAHfi7Sk","rock",0.565,0.73,4,-5.127,1,0.0618,0.735,0,0.14,0.485,80.053,153320,4,"Objects of Desire","TRUE"
"4Agw3BjEfyBYplvJXB5Y3i","other",0.343,0.262,5,-16.47,0,0.0682,0.856,0.899,0.08,0.266,167.518,199138,4,"Concerto No. 4 in F Minor, Op. 8, RV 297 ""L'inverno"": I. Allegro non molto","TRUE"
"29XBHZKdcXAg8deuEVyoeI","hip hop",0.74,0.658,1,-7.661,1,0.271,0.204,0,0.125,0.663,95.961,207373,4,"Never Dead (feat. M. Sayyid as Curis Strifer)","TRUE"
"021sNzTndU8LVmDJDqvwXp","rock",0.631,0.489,11,-6.966,1,0.101,0.58,0.821,0.12,0.418,203.953,116792,4,"i miss you","TRUE"
"0I1eFRytp4XRhLCjT6tZm7","rock",0.247,0.438,5,-8.478,1,0.0358,0.0447,0.000867,0.111,0.39,185.711,198213,3,"I Can't Handle Change","TRUE"
"3mBRfojfwsGouVPJHhiVd9","hip hop",0.645,0.487,4,-8.584,0,0.352,0.121,0,0.0931,0.618,88.893,140319,4,"shining on my ex","TRUE"
"1fTJkW8b8hhh1ebYI6Md6E","other",0.65,0.433,4,-5.647,0,0.0333,0.984,0.901,0.1,0.342,110.918,40760,4,"Rocket Jump Waltz","TRUE"
"1MJ5f5EYBC92ADD6xcz7nb","rock",0.537,0.558,11,-8.678,1,0.0929,0.263,0.91,0.102,0.505,131.037,231724,4,"Chamber Of Reflection","TRUE"
"7Eyj9NYnHec30O9ANkloFo","hip hop",0.45,0.663,10,-9.552,0,0.0469,0.233,0.881,0.0918,0.359,88.093,383000,4,"Shiki No Uta","TRUE"
"50m9gWSRz1NEO07sBNk3bB","rock",0.505,0.775,2,-5.109,1,0.11,0.119,0,0.334,0.548,129.826,189570,4,"Attitude City","TRUE"
"7dz48pntblPzJ9mTPiUH81","rock",0.456,0.323,10,-6.764,1,0.0318,0.858,0.00913,0.146,0.363,116.903,310373,4,"At The Door","TRUE"
"6TxDFfXqraQlaCS2DNfy5w","hip hop",0.917,0.721,1,-4.216,1,0.147,0.279,0.00512,0.663,0.893,93.044,288760,4,"Luv (Sic)","TRUE"
"3dWaDHwsvudH9vywNjVUVf","rock",0.246,0.9,2,-4.292,1,0.0667,0.00379,0.0019,0.147,0.136,146.914,361064,4,"Johan Von Bronx","TRUE"
"25FYpwvSt61i16hs8qvoqe","rock",0.357,0.975,11,-2.419,0,0.21,0.0281,0.000196,0.117,0.438,155.127,224105,4,"Where No Eagles Fly","TRUE"
"1VeHgjA3KTfiMYM4pL1nXX","rock",0.44,0.942,2,-5.046,1,0.175,0.124,0.554,0.331,0.228,130.446,443794,4,"Father Electricity","TRUE"
"3QFwqMCEkE5ZItQhMksIbB","rock",0.233,0.924,11,-5.304,0,0.111,0.0291,0.075,0.182,0.295,106.913,385228,4,"Dare I Care","TRUE"
